CBSA,CITY,STATE,CITYSTATE,NETMIG2020,NETMIG2021,TOTALNETMIG,2020rank,2020census,2010census,Change,2020 land area,2020 population density,Location,Unemployment Rate (August 2021),Change in Unemployment (August 2021 vs August 2019),Change in Unemployment (August 2021 vs January 2020),Change in Unemployment (August 2021 vs August 2020),Adjusted Unemployment Rate* (August 2021),Effective Real-Estate Tax Rate,Annual Taxes on $217.5K Home*,State Median Home Value,Annual Taxes on Home Priced at State Median Value,ZHVI,ZORI,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag
27780,Johnstown,PA,"Johnstown, PA",-203,116,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",101262,NA,290,230,2,14,32.274247,2.6755852842809364,61.87290969899666,89,0.02298850574712641,2,-0.18721461187214616,-20.5,42,0.1665033294530096,0.14602128373047152,1.1226,79900,-0.11123470522803114,-0.05387803433984606,0.2036,0
45820,Topeka,KS,"Topeka, KS",-307,215,-92,220,"126,587","127,473",−0.70%,61.4 sq mi,"2,062/sq mi",39°02′N 95°41′W﻿ / ﻿39.03°N 95.69°W﻿ / 39.03; -95.69﻿ (Topeka),NA,NA,NA,NA,NA,1.41%,"$3,060","$151,900","$2,137",168049,NA,192,5,-2,6,92.64214,89.29765886287625,95.9866220735786,28,-0.31707317073170727,-13,-0.19999999999999996,-7,-19,0.17778161778843304,0.1547229649864077,1.9512,184950,0.15666041275797382,0.2496621621621622,0.4713,0
41060,St. Cloud,MN,"St. Cloud, MN",-155,32,-123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12%,"$2,429","$223,900","$2,500",275022,NA,223,226,30,-71,32.943144,17.725752508361204,48.16053511705686,66,-0.13157894736842102,-10,0.14782608695652175,8.5,19,0.27387171347998795,0.05626819114941939,0.9915,327000,0.03809523809523818,0.2002202238942925,0.8332,0
36980,Owensboro,KY,"Owensboro, KY",34,-199,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86%,"$1,866","$141,000","$1,210",171018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,Altoona,PA,"Altoona, PA",-98,-72,-170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",141156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37620,Parkersburg,WV,"Parkersburg, WV",-130,-46,-176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58%,"$1,269","$119,600",$698,137626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,Carbondale,IL,"Carbondale, IL",-105,-75,-180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27%,"$4,942","$194,500","$4,419",118663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12940,Baton Rouge,LA,"Baton Rouge, LA",-637,435,-202,99,"227,470","229,493",−0.88%,86.3 sq mi,"2,636/sq mi",30°26′N 91°08′W﻿ / ﻿30.44°N 91.13°W﻿ / 30.44; -91.13﻿ (Baton Rouge),6.40%,19.76%,21.13%,-33.12%,6.77%,0.55%,"$1,187","$163,100",$890,224448,1262,68,293,1,4,11.371237,11.705685618729095,11.036789297658862,71.5,-0.08333333333333337,-6.5,-0.16860465116279066,-14.5,24.5,0.09626553783846648,0.5955293471565792,0.559,341775,0.02022388059701496,0.2030095036958817,0.8709,0
13220,Beckley,WV,"Beckley, WV",-142,-85,-227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58%,"$1,269","$119,600",$698,93012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19140,Dalton,GA,"Dalton, GA",-178,-53,-231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92%,"$2,006","$176,000","$1,623",184660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48260,Weirton,WV,"Weirton, WV",-69,-169,-238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58%,"$1,269","$119,600",$698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31860,Mankato,MN,"Mankato, MN",34,-274,-240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12%,"$2,429","$223,900","$2,500",258968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36540,Omaha,NE,"Omaha, NE",-11,-239,-250,39,"486,051","408,958",+18.85%,133.2 sq mi,"3,433/sq mi",41°16′N 96°02′W﻿ / ﻿41.26°N 96.04°W﻿ / 41.26; -96.04﻿ (Omaha),2.30%,-31.29%,-35.92%,-56.09%,2.43%,1.73%,"$3,754","$155,800","$2,689",260312,1169,57,170,-38,42,45.986622,61.87290969899666,30.100334448160535,40,-0.18367346938775508,-9,-0.30434782608695654,-17.5,-7,0.09634636775603944,0.1124597831832368,0.7813,389480,0.0526486486486486,0.21059911415028365,0.9924,0
29100,La Crosse,WI,"La Crosse, WI",46,-335,-289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85%,"$4,027","$180,600","$3,344",251907,NA,293,130,-37,-118,53.177258,11.036789297658862,95.31772575250837,72,0.19999999999999996,12,1.3225806451612905,41,25,0.3800341472250184,0.24765402668964345,1.9119,304900,-0.04688965301656767,0.04614856750729124,0.7769,1
22380,Flagstaff,AZ,"Flagstaff, AZ",-88,-218,-306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66%,"$1,446","$225,500","$1,499",580508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24140,Goldsboro,NC,"Goldsboro, NC",-34,-292,-326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84%,"$1,833","$172,500","$1,454",177021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30620,Lima,OH,"Lima, OH",-129,-212,-341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56%,"$3,390","$145,700","$2,271",156704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44300,State College,PA,"State College, PA",-248,-112,-360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",294513,NA,270,101,22,-56,60.702341,26.755852842809364,94.64882943143812,58,-0.20547945205479456,-15,0.303370786516854,13.5,11,0.19030867835568,0.3524677176335813,1.7892,307445,0.06382352941176461,-0.02398412698412699,0.7834,1
14010,Bloomington,IL,"Bloomington, IL",-184,-209,-393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27%,"$4,942","$194,500","$4,419",188298,NA,224,221,14,28,34.113712,5.016722408026756,63.21070234113713,83,0.07792207792207795,6,0,0,36,0.31757467018927366,0.41814491193131587,1.1417,126000,-0.00787401574803148,-0.01524032825322396,0.3211,0
47020,Victoria,TX,"Victoria, TX",-91,-305,-396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80%,"$3,907","$172,500","$3,099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16580,Champaign,IL,"Champaign, IL",-514,111,-403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27%,"$4,942","$194,500","$4,419",175139,NA,187,271,16,15,19.899666,13.043478260869565,26.755852842809364,70.5,-0.09615384615384616,-7.5,-0.1454545454545455,-12,23.5,0.2213473900188614,0.3158520127757405,0.7446,147000,0.05075053609721225,-0.10882085480448622,0.3746,1
16220,Casper,WY,"Casper, WY",236,-650,-414,NA,NA,NA,NA,NA,NA,NA,5.00%,32.55%,-1.54%,-45.11%,5.29%,0.61%,"$1,319","$220,500","$1,337",259765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27060,Ithaca,NY,"Ithaca, NY",-337,-98,-435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72%,"$3,749","$313,700","$5,407",272628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25260,Hanford,CA,"Hanford, CA",-150,-316,-466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76%,"$1,644","$505,000","$3,818",318962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13980,Blacksburg,VA,"Blacksburg, VA",-129,-344,-473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82%,"$1,779","$273,100","$2,234",240826,NA,230,154,4,29,48.996656,14.715719063545151,83.27759197324414,68.5,-0.14375000000000004,-11.5,-0.2712765957446809,-25.5,21.5,0.01056933793315617,0.04196710588731101,1.4379,302475,0.04337702656088305,0.08413978494623664,0.7707,0
22420,Flint,MI,"Flint, MI",-146,-331,-477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",167374,NA,121,231,21,-138,32.107023,39.130434782608695,25.08361204013378,49.5,-0.2384615384615385,-15.5,-0.01,-0.5,2.5,0.13493313024617537,-0.3622316391916688,0.7334,182400,-0.01352082206598159,-0.02433805830435942,0.4648,0
48540,Wheeling,WV,"Wheeling, WV",-275,-269,-544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58%,"$1,269","$119,600",$698,NA,NA,267,283,-6,1,15.050167,1.6722408026755853,28.428093645484942,95,0.14457831325301207,12,-0.05940594059405946,-6,48,0.10142770841510408,0.01892843011770617,0.7726,137700,-0.0496894409937888,0.06373117033603704,0.3509,0
22140,Farmington,NM,"Farmington, NM",-237,-339,-576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80%,"$1,740","$171,400","$1,371",190914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220,Dubuque,IA,"Dubuque, IA",-49,-530,-579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57%,"$3,407","$147,800","$2,315",221825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48620,Wichita,KS,"Wichita, KS",197,-810,-613,49,"397,532","382,368",+3.97%,162.0 sq mi,"2,454/sq mi",37°41′N 97°20′W﻿ / ﻿37.69°N 97.34°W﻿ / 37.69; -97.34﻿ (Wichita),5.80%,49.21%,50.64%,-46.35%,6.14%,1.41%,"$3,060","$151,900","$2,137",182620,930,84,184,27,-2,42.809365,29.76588628762542,55.852842809364546,56.5,-0.14393939393939392,-9.5,-0.06611570247933884,-4,9.5,0.22396796908304029,0.1433463843890752,1.0442,252450,0.02153539865980391,0.02020610224287744,0.6433,0
35660,Niles,MI,"Niles, MI",-80,-546,-626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",240899,NA,259,202,-14,0,38.12709,17.05685618729097,59.19732441471572,66.5,-0.10135135135135132,-7.5,-0.2312138728323699,-20,19.5,-0.04787134022527017,-0.07117763330499327,1.0808,352000,0.17372457485828607,0.00600171477565014,0.8969,0
47220,Vineland,NJ,"Vineland, NJ",-352,-284,-636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49%,"$5,419","$335,600","$8,362",204050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46220,Tuscaloosa,AL,"Tuscaloosa, AL",-49,-600,-649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41%,$895,"$142,700",$587,207993,NA,191,253,-11,-19,25.752508,35.11705685618729,16.387959866220736,51.5,-0.14166666666666672,-8.5,-0.0803571428571429,-4.5,4.5,0.10996285904328108,0.454341487309998,0.6308,252450,0.01385542168674702,-0.01770428015564207,0.6433,0
33860,Montgomery,AL,"Montgomery, AL",-366,-285,-651,119,"200,603","205,764",−2.51%,159.9 sq mi,"1,255/sq mi",32°20′N 86°16′W﻿ / ﻿32.34°N 86.26°W﻿ / 32.34; -86.26﻿ (Montgomery),5.20%,60.07%,57.61%,-55.55%,5.50%,0.41%,$895,"$142,700",$587,173211,NA,145,218,-8,58,34.782609,40.13377926421405,29.431438127090303,49,-0.1694915254237288,-10,-0.3098591549295775,-22,2,0.12392765564266628,0.4735047082384358,0.7767,199400,-0.02684236212786728,-0.11338372610048908,0.5081,1
21300,Elmira,NY,"Elmira, NY",-163,-491,-654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72%,"$3,749","$313,700","$5,407",131539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44940,Sumter,SC,"Sumter, SC",-125,-548,-673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57%,"$1,238","$162,300",$924,161848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27980,Kahului,HI,"Kahului, HI",-86,-592,-678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28%,$606,"$615,300","$1,715",959038,NA,276,238,-143,61,29.93311,28.762541806020064,31.103678929765888,57,0.2666666666666666,12,-0.4722222222222222,-51,10,-0.05012673091841202,0.5850915236125325,0.8029,1257500,0.01411290322580649,0.5178032589016295,3.2042,1
47940,Waterloo,IA,"Waterloo, IA",-207,-477,-684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57%,"$3,407","$147,800","$2,315",165104,NA,238,255,9,34,25.41806,17.05685618729097,33.77926421404682,66.5,-0.0074626865671642,-0.5,-0.24,-21,19.5,0.28676225844491765,0.4112692854722533,0.829,180000,0.12852664576802497,0.10429447852760744,0.4587,0
28100,Kankakee,IL,"Kankakee, IL",-228,-491,-719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27%,"$4,942","$194,500","$4,419",179936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20940,El Centro,CA,"El Centro, CA",-318,-404,-722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76%,"$1,644","$505,000","$3,818",318347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39540,Racine,WI,"Racine, WI",-208,-523,-731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85%,"$4,027","$180,600","$3,344",215806,NA,220,80,24,-44,65.886288,36.12040133779264,95.65217391304348,51,-0.203125,-13,0.0625,3,4,0.32498383316953294,0.1535600856961139,1.9284,272450,0.11204081632653053,0.0900180036007201,0.6942,0
19180,Danville,IL,"Danville, IL",-198,-559,-757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27%,"$4,942","$194,500","$4,419",79550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43780,South Bend,IN,"South Bend, IN",-405,-363,-768,310,"103,453","101,168",+2.26%,42.0 sq mi,"2,463/sq mi",41°40′N 86°16′W﻿ / ﻿41.67°N 86.26°W﻿ / 41.67; -86.26﻿ (South Bend),NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",187846,NA,160,111,61,92,58.528428,40.468227424749166,76.58862876254182,48.5,-0.31690140845070425,-22.5,-0.3489932885906041,-26,1.5,0.14016020631952242,0.26589205359543655,1.3152,287000,0.14845938375350132,0.38379942140790746,0.7313,1
29620,Lansing,MI,"Lansing, MI",-552,-260,-812,269,"112,644","114,297",−1.45%,39.1 sq mi,"2,881/sq mi",42°43′N 84°33′W﻿ / ﻿42.71°N 84.55°W﻿ / 42.71; -84.55﻿ (Lansing),NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",211283,NA,108,191,-39,-133,40.802676,36.12040133779264,45.48494983277592,51,-0.1206896551724138,-7,0.1333333333333333,6,4,0.06868856985755101,-0.20566713564010008,0.9673,155000,0.03402268178785861,-0.04732636754763364,0.395,0
41660,San Angelo,TX,"San Angelo, TX",54,-890,-836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80%,"$3,907","$172,500","$3,099",190635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41140,St. Joseph,MO,"St. Joseph, MO",-221,-625,-846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97%,"$2,111","$157,200","$1,526",147287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21420,Enid,OK,"Enid, OK",-191,-691,-882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90%,"$1,952","$136,800","$1,228",101936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28020,Kalamazoo,MI,"Kalamazoo, MI",-90,-812,-902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",225544,NA,149,124,33,64,54.51505,44.14715719063545,64.88294314381271,47.5,-0.24603174603174605,-15.5,-0.24,-15,0.5,0.12346670613237933,0.2766041821329015,1.166,297400,0.06252232940335833,-0.01669697470656306,0.7578,0
21500,Erie,PA,"Erie, PA",-288,-619,-907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",167937,NA,167,234,-8,-48,30.936455,3.0100334448160537,58.862876254180605,88,0.1282051282051282,10,0.11392405063291132,9,41,0.1846123946708782,-0.10103021934546974,1.0804,148400,0.10007412898443292,0.02344827586206888,0.3781,0
26380,Houma,LA,"Houma, LA",-323,-597,-920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55%,"$1,187","$163,100",$890,175586,NA,218,297,2,3,7.190635,5.68561872909699,8.695652173913043,82,-0.1717171717171717,-17,-0.196078431372549,-20,35,-0.02616736141576647,0.4978841945028871,0.5037,240000,-0.04000000000000003,0.14312931650392957,0.6115,0
21820,Fairbanks,AK,"Fairbanks, AK",-592,-336,-928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19%,"$2,599","$270,400","$3,231",257717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15380,Buffalo,NY,"Buffalo, NY",-679,-256,-935,76,"278,349","261,310",+6.52%,40.4 sq mi,"6,890/sq mi",42°53′N 78°51′W﻿ / ﻿42.89°N 78.85°W﻿ / 42.89; -78.85﻿ (Buffalo),8.40%,45.96%,53.08%,-47.75%,8.89%,1.72%,"$3,749","$313,700","$5,407",230368,1132,47,209,-6,-104,36.622074,16.05351170568562,57.19063545150501,68,-0.06849315068493156,-5,0.17241379310344818,10,21,0.09348207061788671,-0.16819147774815857,1.0528,212450,-0.02231937413713758,-0.09576505639497768,0.5413,0
38220,Pine Bluff,AR,"Pine Bluff, AR",-409,-541,-950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62%,"$1,358","$127,800",$798,79812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26580,Huntington,WV,"Huntington, WV",-222,-751,-973,NA,NA,NA,NA,NA,NA,NA,4.30%,-11.45%,2.34%,-54.93%,4.55%,0.58%,"$1,269","$119,600",$698,123981,NA,138,259,1,18,23.745819,4.3478260869565215,43.1438127090301,83.5,0.05696202531645578,4.5,-0.1164021164021164,-11,36.5,0.17644835676093162,0.243843699495222,0.946,139950,-0.03482758620689652,0.0811123986095017,0.3566,0
10500,Albany,GA,"Albany, GA",-391,-584,-975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92%,"$2,006","$176,000","$1,623",136247,NA,279,193,-48,78,40.301003,44.81605351170568,35.785953177257525,47,-0.07843137254901966,-4,-0.3605442176870748,-26.5,0,0.15434985976021398,0.3409585898700387,0.8461,131000,0.1293103448275863,-0.09592822636300902,0.3338,0
13780,Binghamton,NY,"Binghamton, NY",-348,-695,-1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72%,"$3,749","$313,700","$5,407",154756,NA,180,256,-12,1,25.250836,4.013377926421405,46.48829431438127,86,0.06172839506172845,5,-0.12690355329949243,-12.5,39,0.09384498089561388,0.1059163032701924,0.9786,177450,0.10906250000000006,0.1909395973154362,0.4522,0
10780,Alexandria,LA,"Alexandria, LA",-395,-665,-1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55%,"$1,187","$163,100",$890,168798,NA,277,291,5,3,12.541806,19.063545150501675,6.0200668896321075,65.5,-0.16025641025641024,-12.5,-0.30319148936170215,-28.5,18.5,0.04228496819311878,-0.1888733944696337,0.4553,187500,0,-0.09638554216867468,0.4778,0
24260,Grand Island,NE,"Grand Island, NE",-208,-854,-1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73%,"$3,754","$155,800","$2,689",198451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46540,Utica,NY,"Utica, NY",-306,-766,-1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72%,"$3,749","$313,700","$5,407",176425,NA,162,248,24,13,27.926421,5.016722408026756,50.836120401337794,83,0.02469135802469146,2,-0.2844827586206896,-33,36,0.3665814441705788,0.13489624575407144,1.0141,169450,-0.05335195530726255,0.04598765432098761,0.4318,0
15180,Brownsville,TX,"Brownsville, TX",-439,-658,-1097,139,"186,738","175,023",+6.69%,131.5 sq mi,"1,420/sq mi",25°59′N 97°27′W﻿ / ﻿25.99°N 97.45°W﻿ / 25.99; -97.45﻿ (Brownsville),8.00%,34.35%,17.57%,-15.39%,8.46%,1.80%,"$3,907","$172,500","$3,099",155563,NA,158,251,-10,24,26.086957,27.424749163879596,24.74916387959866,57.5,-0.12878787878787878,-8.5,-0.3539325842696629,-31.5,10.5,-0.02024755293051339,-0.03908193786819014,0.7237,325000,0,0.1928794274178749,0.8281,0
45780,Toledo,OH,"Toledo, OH",-491,-631,-1122,79,"270,871","287,208",−5.69%,80.5 sq mi,"3,365/sq mi",41°40′N 83°35′W﻿ / ﻿41.66°N 83.58°W﻿ / 41.66; -83.58﻿ (Toledo),7.40%,43.55%,13.87%,-46.44%,7.83%,1.56%,"$3,390","$145,700","$2,271",158832,1113,85,121,21,-31,54.849498,56.187290969899664,53.51170568561873,43,-0.2321428571428571,-13,-0.09473684210526312,-4.5,-4,0.18120504559851056,-0.04616152584642341,1.0299,136450,0.01074074074074071,-0.27207255268071484,0.3477,1
43580,Sioux City,IA,"Sioux City, IA",-225,-923,-1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57%,"$3,407","$147,800","$2,315",171888,NA,253,83,80,165,65.217391,67.89297658862876,62.54180602006689,37,-0.4477611940298507,-30,-0.6042780748663101,-56.5,-10,-0.01785647041524629,0.2700463701389777,1.1279,290750,0.4182926829268292,0.1401960784313725,0.7409,1
48060,Watertown,NY,"Watertown, NY",-768,-380,-1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72%,"$3,749","$313,700","$5,407",170499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27340,Jacksonville,NC,"Jacksonville, NC",-346,-804,-1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84%,"$1,833","$172,500","$1,454",219925,NA,239,126,-20,9,54.347826,40.468227424749166,68.22742474916387,48.5,-0.11818181818181817,-6.5,-0.1709401709401709,-10,1.5,0.1779214014418158,0.09300917125644892,1.2203,280200,-0.01338028169014082,0.12926952141057924,0.714,0
44100,Springfield,IL,"Springfield, IL",-278,-906,-1184,262,"114,394","116,250",−1.60%,61.1 sq mi,"1,872/sq mi",39°47′N 89°38′W﻿ / ﻿39.79°N 89.64°W﻿ / 39.79; -89.64﻿ (Springfield),NA,NA,NA,NA,NA,2.27%,"$4,942","$194,500","$4,419",156055,NA,198,183,19,87,42.976589,36.12040133779264,49.83277591973244,51,-0.1904761904761905,-12,-0.33333333333333337,-25.5,4,0.2405476945478886,0.48825255757550146,0.9999,100500,-0.04285714285714281,0.00600600600600609,0.2561,0
24220,Grand Forks,ND,"Grand Forks, ND",-292,-894,-1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98%,"$2,138","$193,900","$1,906",239029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19500,Decatur,IL,"Decatur, IL",-256,-976,-1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27%,"$4,942","$194,500","$4,419",108564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21140,Elkhart,IN,"Elkhart, IN",-389,-880,-1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",227235,NA,228,61,1,7,70.90301,52.508361204013376,89.29765886287625,44,-0.2142857142857143,-12,-0.2413793103448276,-14,-3,0.11676227693068242,-0.08080161649910911,1.5807,202400,0.01250625312656317,0.1572327044025157,0.5157,0
14740,Bremerton,WA,"Bremerton, WA",-1,-1289,-1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98%,"$2,134","$339,000","$3,326",564588,NA,178,107,-10,-45,59.0301,88.2943143812709,29.76588628762542,28.5,-0.40625,-19.5,-0.3214285714285714,-13.5,-18.5,-0.1194091286747846,-0.30050077219309224,0.7799,599970,3.333611134270775e-5,0.06198778652978132,1.5288,0
